content,channelName,title
杭州8月13日电(张斌 王晓)记者从国网浙江省电力有限公司获悉，13日13时40分，浙江全社会用电负荷达到9119万千瓦，系今年第五次创历史新高，使该省成为继广东、江苏后，中国第三个全社会用电负荷破9000万千瓦的省份。国网浙江省电力有限公司称，目前浙江电网运行平稳，全社会供电正常有序。2019年，浙江全社会用电负荷最高值为8517万千瓦。国网浙江省电力有限公司称，今次用电“创纪录”的主要贡献来自两方面，一为经济增长相关用电，二为空调带动的降温用电，二者分别占比为60%和40%。近期，浙江11个地市电网负荷均创历史新高。13日，杭州、宁波两地用电负荷破1600万千瓦，嘉兴用电负荷破1000万千瓦，舟山今年已16次刷新用电负荷纪录。此外，截至13日13时，浙江各地发布高温橙色预警38个。高温带动浙江省空调降温负荷快速增长。为确保电力供应，国网浙江省电力有限公司今年上半年超额完成建设任务，开工和投产规模均超出年初计划。该省还邀约广大工商企业等主动参与负荷调节，安排400万千瓦用电高峰时段的削峰响应负荷，和150万千瓦用电低谷时段的填谷响应负荷，在“一降一升”间促进供电平稳，实现“让电于民”。(完),科技,浙江成全国第3个全社会用电负荷破9000万千瓦省份
鄂尔多斯8月13日电 (李爱平 拓婷婷)长庆油田采气三厂13日对外消息指，从2001年迄今的19年中，长庆油田采气三厂累计生产天然气突破700亿立方米大关，达到700.15亿立方米。官方表示，该数据相当于替代了1.4亿吨标煤，减少二氧化碳排放2.59亿吨。长庆油田采气三厂是苏里格气田规模效益开发主力军，承担着10个区块5751口气井及54座集气站，以及6座天然气处理厂、36座计量站、1393.1公里的集输管线运行管理，“福气”输往全国40多个大中城市。图为长庆油田采气三厂外景。拓婷婷 摄苏里格气田是京津地区及周边城市天然气需求的主力气源。长庆油田采气三厂在具体实践中，已集成创新了地质、工程、地面3大系列12项开发配套技术，探索形成了适合低渗、低压、低丰度“三低”致密气藏开发的“苏里格模式”。(完),科技,长庆油田采气三厂19年生产天然气突破700亿立方米
中新社乌鲁木齐8月13日电 题：新疆处处好“风光” 新能源产业“后劲”足新疆风能、太阳能资源富集，新能源装机规模逐年增长，截至目前，已突破3000万千瓦，占新疆电网总装机容量的三成以上，位居中国前列，清洁能源已成推动新疆经济社会发展的重要动力。光伏产业“向阳而生”12日，记者走进新疆哈密石城子光伏产业园看到，多晶硅光伏电板、聚光光伏电板等在戈壁滩上鳞次栉比，把源源不断的清洁电力送往千家万户。哈密弗光太阳能光伏电站位于该园区西侧，采用双轴跟踪式聚光发电技术，聚光光伏电板会随太阳转动，保持发电效率。“在光照好的天气条件下，较传统的光伏发电效率可提升20%左右。”该电站站长段梦琪说，上半年实现发电量达700多万千瓦时。与该电站相邻的新疆华电石城子220千伏汇集站是该园区电量外送枢纽。“上半年，石城子光伏产业园光资源整体良好，实现发电量1.11亿千瓦时，较2019年同期增长了1465万千瓦时。”该汇集站站长杜忠强说。该产业园是目前新疆单体规模最大、光伏组件最全的一座示范园区。共有21家企业入驻，现有38个光伏项目，总装机超80万千瓦。风电装备制造“乘风破浪”哈密还是中国风资源最好的地区之一，新疆九大风区有其三，风电装机超1100万千瓦，约占新疆的60%。域内四大风电基地，直接带动哈密风电装备制造业崛起。步入哈密中车新能源电机有限公司组装车间，工人们正忙着组装各种配件。今年以来，该公司通过智能化和信息化手段加强人流、物流有序衔接，先后完成了多个订单。“上半年，我们累计享受了社保优惠、稳岗补贴等各方面政策扶持120多万元，有效支撑了公司的经营发展，共实现销售额约3.8亿元人民币。”该公司总经理汪晓祥说。目前哈密已有11家风电装备制造企业落户，是新疆规模最大、产业链最全的风电装备制造基地。上半年该市风电装备制造业实现产值逾16亿元，同比增长1.5倍，风电装备不仅满足当地风电基地建设，还销往全国各地。清洁能源“内消外送”渠道畅通自2010年疆电外送开启，新疆10年建成四条外送通道，累计外送清洁能源超800亿千瓦时，拉动了清洁能源装机的快速增长，由2010年的100万千瓦提升至现在的3000多万千瓦。此外，新疆还深挖疆内清洁能源消纳能力。今年上半年，新疆消纳清洁能源366亿千瓦时，占全部售电量的57%，创历史最好水平。其中，疆电外送清洁能源121亿千瓦时，疆内消纳清洁能源245亿千瓦时，新疆能源结构进一步优化。近年来，新疆坚持走能源转型之路，新能源产业快速兴起，风电装机容量近2000万千瓦，光伏装机容量超1000万千瓦。新能源产业已经在新疆“生根发芽”，生长“后劲”十足。(完),科技,新疆处处好“风光” 新能源产业“后劲”足
兰州8月13日电 (侯志雄 高展)初秋，甘肃庆阳黄土塬上依旧高温。午饭后，长庆油田长实集团五蛟西采油作业区生产技术室副主任周泽晟便一头扎进工作室，捣鼓起自己的“小发明”。1988年出生的周泽晟是典型“技术派”，说话音小，略带腼腆。他对记者说，“以前经常看到石油工人一身油污在油井前工作，感到很艰辛。”周泽晟设计的热洗清蜡清蜡小车，能最大程度降低井下作业清蜡环节对环境的污染。尤伟 摄“石油开采中除了原油外，还会存在有不同数量的石蜡，在油井管壁上聚集和沉积形成油井结蜡。”周泽晟介绍说，结蜡严重的油井需要高温蒸汽将油管杆刺洗干净，会对工人身体健康造成危害。与他有同感的五蛟西作业区经理高铭说，“以前井口清蜡时，要在油管桥前做清蜡蓄水槽，工作空间狭窄、地面油滑，有安全隐患还对环境污染存在风险。”于是，周泽晟和于志栋等技术人员琢磨起创新改进操作工艺。他指着眼前一台由蜂窝孔状钢板制作成的小推车介绍说，“这个热洗清蜡小车有效减少了井口作业过程中产生的油污，现在已申请到了国家专利。”众多小发明、小创造被应用在了实际工作中，减少了采油作业过程中产生的污染。高展 摄高铭认为周泽晟设计的热洗清蜡清蜡小车实现了“一举多得”：解决了清蜡过程中产生的污油泥回收难度大、费用高、降低了劳动强度和安全隐患。更重要的是，“能最大程度降低井下作业清蜡环节对环境的污染。”“每件优秀的小发明都是‘改’出来的，热洗清蜡小车前后历时一年多时间，经过4个版本更新才成为一件成熟的工具。”周泽晟说，这期间经过了不断的摸索实践，请教年长的技术工人，这是大家齐心协力的作品。油田井下作业操作技术程序非常复杂，施工过程中对环境的保护也是历来油田企业的一大难题。近年来，随着社会关注油田生产过程中的生态环保问题，长庆油田员工积极发动“头脑风暴”，集思广益搞起小发明。“清蜡环保小车便在此应用而生，它能最大程度降低井下作业清蜡环节对环境的污染。”周泽晟说。在长实集团五蛟西采油作业区，像周泽晟一样集思广益搞“小发明、小创新”的人还有很多。一件件实用工具不断被发明出来，如井口原油回收装置、应急防喷卡、便携式操作平台及可升降龙门架、盘根提取器、法兰扩张器、电机顶丝校正器、快捷式防护拔轮器、多功能链钳、井口加药装置及点滴投加器、抽油机平衡报警器等，主要针对生产现场疑难繁杂问题而制作，已经实现推广使用，用一件件“小发明”，啃下了降本增效的“硬骨头”。“井下作业施工污染物的产生贯穿于全过程，且种类繁多、成分复杂。”高铭说，因此，需要通过不断创新、探索小发明小创造减少作业过程中的污染，这对油田企业保护生态、安全生产显得尤为重要。(完),科技,长庆油田青工发明油井“科技利器”：解油污 护生态
添加导电聚合物 砖头“变身”超级电容“智能砖”有望成多用途建筑材料科技日报北京8月11日电 （记者张梦然）英国《自然·通讯》杂志11日发表一项材料学最新研究，美国科学家通过气相沉积技术，让人们最熟悉的传统烧结砖“变身”超级电容，成为一种全新储能单元——这些“智能砖”在充电后，可以像电池一样储存电能，随时为其他装置供电。这一成果被认为是多用途增值建筑材料领域迈出的重要一步。数千年来，烧结砖一直作为建筑材料，很少有其他用途。这种砖以黏土、页岩、煤矸石或粉煤灰为原料，经成型和高温焙烧而制得，用于砌筑承重和非承重墙体，也就是人们最熟悉的红砖。现在科学家们意识到，用砖砌成的墙和楼房已经占据了大量空间，如果能“一砖两用”，将极大增加其利用价值。此次，美国圣路易斯华盛顿大学研究人员朱利奥·达西及其同事，让这种红砖“变身”为一种超级电容器储能装置。他们利用砖的多孔结构，使用气相沉积技术为整块砖添加了一层名为PEDOT的导电聚合物，让砖变成一个储能电极。由于砖本身的红色色素——氧化铁（铁锈），对于诱发聚合反应来说十分关键。研究团队用一个概念验证装置证明，可以用一块砖直接给一个发光二极管（LED）充电。根据研究团队的计算，这些储能砖砌成的墙将能储存大量电能。这项工作或能为开发具有储电功能的多用途增值建筑材料带来启示。在此之前，将建筑材料用于供电的构想多是“供电地砖”——即将特殊地砖应用到踩踏量较大的交通地段，地砖可以将收集到的能量储蓄到聚合物锂电池中，用于街边路灯的照明、音箱、人行道的警报器、标牌以及广告等领域。而能实现同样功能的墙体建筑材料，应用前景无疑将更为广阔。不妨开个脑洞：以后应用了这种“智能砖”的建筑物，都能在需要时“变身”充电桩。建筑物里的，是砖块，也是储能电极。它们可以砌墙，也可以让电灯、广告灯箱都亮堂起来。等技术进一步升级，也许连电动车都能在墙边得到能量补充。原来，给砖加上一层导电聚合物，就能让平平无奇的它们，变成储能材料。当然，“智能砖”要大规模应用，还需考虑成本，进一步验证。不过，科研人员的奇思妙想，总能将那些司空见惯寻常物，变得不寻常；将那些天方夜谭奇妙事，变得触手可及。,科技,添加导电聚合物 砖头“变身”超级电容
西宁8月11日电 (孙睿 吉海坚)记者11日从中国石油天然气集团公司青海油田分公司(以下称“青海油田”)获悉，截至最新数据显示，青海油田原油产量逆势增产创三年来新高。青海油田是世界海拔最高的油气田，也是青藏高原最大油气田，主要勘探开发领域在素有“聚宝盆”之称的柴达木盆地，地理面积25万平方公里，沉积面积约12万平方公里，平均海拔3000米。青海油田也是青海、西藏、甘肃、宁夏四省区重要产油、供气基地。青海油田介绍，该油田是个勘探开发了64年的老油田。2020年受新冠疫情和油价“寒冬”的影响，青海油田转变开发思路，调整开发方案，突出效益开发。通过优化产能部署、精细开发管理、推进三次采油试验，产能建设强化创新驱动，围绕“老区内部挖潜滚动扩边，新区精细评价”三个层次，开发、产能建设取得了成效。同时，青海油田精选地质甜点，增储建产一体，精细测井解释。在南翼山Ⅲ+Ⅳ、英东等老区，按照层系细分、局部完善井网的思路部署产能，新井投产119口，平均单井日产油同比提高0.38吨。在风西、英中、切探2井区等新区，突出勘探开发一体化，风西102井日产油达35立方米，风平1井实现2年稳定试采，累产油4700吨。此外，还开展尕斯E31减氧空气重力驱试验，储备中高渗提高采收率技术，跃6-35-1井的产量是同区油井产量的5倍以上。开展尕斯N1-N21油藏化学驱试验，探索高矿化度油藏三采技术，累计增油7000多吨，采收率预计可提高12%。青海油田表示，针对油田开发需要，还开展了提质增效专项行动，调减了风西、英中等高风险新区和尕斯、花土沟等投资较高的老区产能25.06万吨，增加了英东、南翼山等效益较好区块产能3.06万吨，降低投资数亿元。减少非主力区块、非主体部位的水井措施106口，累计优化生产费用超亿元。(完),科技,青海油田原油产量增长创三年新高
舟山8月11日电(记者 林波 通讯员 史仲云)8月11日，记者最新从舟山海事局获悉，截至当日，位于浙江省舟山市的鼠浪湖矿石中转码头矿石累计接卸量已突破1亿吨。鼠浪湖矿石中转码头拥有可挂靠全球最大的40万吨矿船的泊位。该码头在2016年试运营当年即完成铁矿石接卸量730.8万吨，并在随后的2017年、2018年、2019年先后突破1600万吨、2400万吨、3000万吨，实现“三年三大步”。2016年9月，鼠浪湖矿石中转码头迎来开港以来最大的挑战——首艘40万吨矿砂船“远见海”轮试靠泊。谈起三年多前的情景，舟山岱山海事处衢山海巡执法大队执法人员赵怡筠介绍，彼时海事部门直面挑战、积极应对，集全局之力做好“超级巨轮”安全保障准备工作。该局协调多部门提前介入，在巨轮试靠泊前协调召开40万吨散货船靠泊论证报告评审、蛇移门航道40万吨船舶进港通航水深核查等前期论证会，分别召开船前会、专题协调会、进出港交流组织协调会等会议，集各方力量制作形成《“远见海”轮靠泊安全操作手册》，并推出“一船一议”等多项安全举措。最终，海事部门成功保障巨轮安全靠港。截至目前，在海事部门的持续保障下，鼠浪湖矿石中转码头已安全迎靠40万吨级矿砂船140余艘次。步入正轨的鼠浪湖矿石中转码头，铁矿石接卸量迎来井喷式增长。与此同时，巨轮进港后的海事安全监管同样不断强化。“我们在实际监管中不断探索，创新推出了‘四强化’的现场监管方法，海事监管和安全保障水平得到显著提升。”衢山海巡执法大队执法人员王海峰介绍，海事部门在40万吨巨轮常态化到港作业的情况下，提出了“强化与码头、船舶、检测机构等单位的沟通协作”等现场监管法则，对到港外轮逐步实现常态化PSC检查，同时有序推进到港船舶防污染监督检查等各项工作。(完),科技,浙江鼠浪湖矿石中转码头接卸量破1亿吨
石嘴山8月11日电 (李佩珊)“我们目前要解决的是航空轮胎研发中的‘卡脖子’技术难题，让C919客机的轮胎尽快在宁夏投产。”8月11日，中国科学院院士、北京石墨烯研究院院长刘忠范院士在参观完宁夏神州轮胎有限公司的生产车间后表示，宁夏石墨烯产业发展拥有广泛“蓝海”。当天，北京石墨烯研究院宁夏分院在宁夏石嘴山揭牌成立。这是宁夏首个以新材料产业研发为主体的研究院。北京石墨烯研究院与宁夏神州轮胎有限公司现场签署合作协议。李佩珊 摄新材料产业技术高度密集，生产与市场的国际性强，发展前景良好，其研发水平及产业化规模已成为衡量一个国家经济、社会发展、科技进步和国防实力的重要标志。以稀有金属、炭基材料、化工新材料、光伏材料、储能材料和半导体材料等为代表的新材料是宁夏五大工业主导产业之一，为工业转型、经济发展贡献了不小的力量。宁夏目前共有新材料生产企业100余家，2019年完成工业产值近480亿元人民币，占全区规上工业总产值的10%左右，部分行业领域产能和产量居全球或全国前列。石墨烯在材料、能源、电子信息、生物医药、计算机、航天航空等领域具有广泛的应用前景，被誉为“新材料之王”。2019年7月，中国首条3.0版石墨烯生产线在银川落地。业界纷纷认为，宁夏石墨烯产业发展潜力巨大。北京石墨烯研究院是最早从事石墨烯研发的机构之一，聚集了一批国内外著名专家学者，拥有一批石墨烯领域先进研究成果。2019年，宁夏回族自治区政府、科技厅与北京石墨烯研究院对接，推动其与宁夏本土企业神州轮胎公司开展合作，促成双方合作建立北京石墨烯研究院宁夏分院。“神州轮胎有限公司自主研制的第一条国产大飞机子午线航空轮胎去年已经正式下线了，这是个令人振奋的消息。这里有很好的基础，我们建立的研究院不单聚焦于研发传统的科研项目，更重要的是要闯出一条新的研发模式路径，在更多东西部科技合作领域复制与推广。”刘忠范说。据悉，自2017年宁夏与北京、上海、江苏等8个省市，与中国科学院、清华大学、浙江大学等8个院校开展东西部科技合作以来，形成了“1+N”的多元合作模式，实施东西部科技合作项目近600项，并已在一些关键技术领域取得了创新突破，形成了一批科技创新的“单项冠军”。宁夏科技厅厅长郭秉晨表示，北京石墨烯研究院宁夏分院是东西部合作项目中新材料产业在宁夏的发展新机会，宁夏将深入挖掘新材料产业对石墨烯技术、成果的需求，把其先进技术、适用成果加快运用到企业产品研发和产业创新发展中，研发新产品，提升附加值，创造新模式，支撑引领宁夏新材料产业向高端化、融合化方向发展。(完),科技,宁夏成立首个新材料产业研究院 探索石墨烯发展“新蓝海”
乌鲁木齐8月11日电(姜晶华 赵岽) 记者11日从中国石油新疆油田获悉，新疆油田10日原油日产突破38000吨，这是该油田继6月20日原油日产达到37004吨后，再次刷新原油日产最高历史记录。据介绍，截至8月上旬，新疆油田今年累计生产原油逾809万吨，较去年同期增加逾37万吨，超年度任务剩余水平580吨；8月上旬原油日产水平较7月下旬增加402吨。新疆油田在疫情影响下日产油水平不降反升，进一步掌握完成年度生产任务主动权。7月以来，面对乌鲁木齐新发疫情，新疆油田迅速启动疫情防控指挥紧急运行机制，进入疫情防控“紧急”模式，在全力保障员工生命安全和身体健康的同时，向科学组织和科技措施要产量，凝聚全油田上下合力，确保油气生产安全平稳运行。截至8月上旬，新疆油田累计投产跨年井241口、新井开井362口，复开停关井3146口，完成修井作业11355井次，躺井率控制在1%以内；实施各类增产措施1193井次，增油水平达2000吨，累计增油19.1万吨，圆满完成各项指标阶段任务。新疆油田相关负责人称，新疆油田针对油藏开发特点和难点，依靠科技创新，持续完善中高渗油藏“二三结合”开发模式、低渗特低渗油藏气驱与储层深度改造、稠油转换开发方式等提高采收率技术的研究、试验和推广，提高油田开发水平，夯实可持续发展基础。今年重大开发试验计划产油169万吨，动用储量1.15亿吨，预计提高采收率23.3个百分点。据悉，下一步，新疆油田将坚持疫情防控与生产经营“两手抓、两不误”，紧盯全年生产任务目标不动摇，充分发扬“吨油必争、斤油必争、问题井不过夜”会战精神，全力抓好跨年井与新井投产、精细注水注汽、措施增产、躺井扶正等稳产增产基础性工作，持续巩固今年6月的会战成果，为实现全年油气产量双超提供坚实保障。(完),科技,新疆油田再次刷新日产新记录 日产原油突破38000吨
上海8月11日电 (王子涛 何宝新 闫德友)8月11日，中国首座陆上LNG(液化天然气)薄膜罐建造项目—华港燃气集团河北河间LNG调峰储备库工程签约仪式在上海举行。此项目将通过五方合作，完成中国首座陆上LNG薄膜型储罐的建设，是中国能源项目合作的重大机制创新和商业模式创新。仪式上，中国石油工程建设有限公司华北分公司作为总承包商，与中国船舶集团有限公司旗下沪东中华造船(集团)有限公司和上海海威斯特保温工程有限公司、沈阳工业安装工程股份有限公司组成的联合体，以及法国GTT公司分别签署了薄膜罐施工分包合同和GST薄膜罐专利授权协议。LNG薄膜型储罐是一种新型储罐，目前在全球已建成了近百座陆地LNG薄膜罐。与常见的9%镍钢全容储罐相比，薄膜罐设计更为紧凑，在提升安全稳定性、增大有效罐容、降低单方造价、缩短建造周期以及节能降耗等方面具有较高的技术和经济优势。中国工业气体工业协会液化天然气分会副会长汪晔表示，以16万立方为例，同样外形尺寸条件下，薄膜罐可节约投资15%，建设周期缩短2至3个月，有效容积可增加10%，而且薄膜罐具有更好的抗震性能。中国石油工程建设有限公司华北分公司方面表示，未来将致力于通过该项目逐步带动大型LNG薄膜储罐技术在中国的推广，加快薄膜罐设备、材料国产化进程，努力把陆上LNG薄膜罐建造推向深入。沪东中华造船(集团)有限公司是国际LNG储运装备制造领先企业，是中国唯一能同时建造No.96、MARKⅢ两型LNG薄膜舱的船企，掌握LNG围护系统设计、建造、检验全部核心技术。据悉，MARKⅢ型LNG薄膜舱此前已在全球最大23000TEU双燃料集装箱船、18600立方米LNG加注船上成功应用。这也是中国首次开创性使用MARKIII型围护系统技术建造陆地LNG储罐。(完),科技,中国首座陆上LNG薄膜罐建造项目在沪签约
成都8月10日电 (记者 张浪)记者10日从中国能建葛洲坝机电公司获悉，经过一个月的精心组织和精准施工，位于四川省攀枝花市境内的大唐观音岩水电站2台30吨国内最高最大跨度辐射式缆机成功拆除，有效消除了高塔架、大吨位、超长跨度缆机停运期存在的安全风险。据介绍，大唐观音岩水电站在主体工程建设期，布置有2台30吨级辐射式缆机，主塔架高106.6米，跨度1365米，是目前国内最大跨度的辐射式缆机。缆机主塔架采用直接扳起方式，主塔架扳起过程中运用液压千斤顶同步技术代替传统的卷扬机滑轮组牵引方式。在缆机运行期，成功解决了主体工程建设高强度、多作业面同时交叉作业、设备和混凝土垂直运输等难题。这套缆机的成功架设和有效运行，为同类工程施工进行了有益的探索，提供了宝贵的经验。国内最高最大跨度30吨级辐射式缆机主索成功降落到大坝上。大唐观音岩水电供图为了确保安全拆除该缆机系统，缆机拆除团队先后8次到现场考察或线上交流，对编制的拆除方案和现场布置的大型吊装设备进行审核论证，多次进行重要施工工序现场模拟演练，使得缆机拆除施工方案不断完善，确保拆除过程安全可行。“这套缆机设备有两个重要特点，一个是跨度设计近1400米，单台荷载30吨，世界罕有；一个是固定塔架高达106.6米，也是国内最高的缆机。它的拆除难度也是世界级的。”国内著名的缆机行业专家、武汉大学夏大勇教授介绍，这套世界级的大型缆机设备为建设大坝发挥了极其重要的作用。(完),科技,历时一个月 四川2台30吨级国内最高超长跨度缆机顺利拆除
北京8月10日电 (记者 周锐)作为中国国有发电企业在非洲集投资、建设、运营为一体的第一个风电项目，国家能源集团龙源电力南非德阿风电项目10举行“云开放日”活动，展现疫情期间风电场对当地稳定的电力供应。活动中，国家能源集团龙源电力南非公司当地员工白茉莉带领观众深入德阿风电场，走进升压站、中控室、风机塔筒及机舱，介绍风机发电原理、风机结构、风电场布局及风电场生产运营和疫情防控情况。风电场员工介绍，德阿风电场投运以来一直保持安全稳定运行，现在已经累计为南非输送近20亿千瓦时的清洁电能，相当于为30万户家庭供应了清洁能源。特别是疫情期间，风电场已持续稳定地为当地电网提供了超2亿千瓦时的清洁电力。图为南非德阿项目风机全景照片。国家能源集团供图随后，白茉莉和当地早教中心进行了直播连线，她和风电场工作人员与小朋友们“隔空”跳起了舞蹈。早教中心教师表示，龙源电力南非公司捐赠了六间教室及教学设施，在新冠肺炎疫情全国封锁期间，公司资助早教中心购买食物，供孩子们上学及回家食用。她通过镜头对龙源电力南非公司一直以来的帮助表示了感谢。在殷坦尼政府，白茉莉采访了经济发展部主任麦森加纳。麦森加纳介绍，德阿风电项目建设运营期间，为当地创造了就业机会，在帮助中小企业发展方面发挥了重要作用。据悉，国家能源集团龙源电力南非公司每年投入1500万兰特，致力于当地社区发展。在协助市政当局对抗疫情方面，公司向开普敦市和北开普省共捐助约350万兰特的善款和抗疫物资，包括向德阿风电场周边贫困社区定向捐赠了总额为26万兰特的厕所及储水罐，以及与当地政府通力合作，采购食品包分发给受疫情影响的急需帮助的最贫困居民。资料显示，国家能源集团龙源电力南非德阿风电项目于2017年建成投运。项目装机容量24.45万千瓦，每年可为当地供应稳定的清洁电力约7.6亿千瓦时，相当于节约标准煤21.58万吨，减排二氧化碳61.99万吨，满足当地30万户居民的用电需求，有效优化当地能源结构、推进清洁低碳发展。(完),科技,央企南非风电项目“云开放”：已为当地输送近20亿千瓦时电能
重庆8月6日电 (记者 周毅)6日，重庆市连续第六天发布“高温橙色预警”信号，多个区县最高气温达到40℃以上。连日高温天气持续，使当地电网负荷创历史新高，达到2188万千瓦，刷新了2019年创下的2138万千瓦最高负荷记录。今年，受新冠疫情影响，1-3月重庆全市用电负荷较为低迷，自5月以来经济企稳信号逐步显现，加上持续高温天气带来的降温负荷拉动，重庆电网负荷正在持续上升。国网重庆市电力公司4月售电量增速由负转正，7月同比增速达到14.54%。根据预测，2020年该市最高用电负荷将达到2330万千瓦左右，同比增长9%。随着气温不断升高，为确保迎峰度夏期间重庆电网设备安全运行，国网重庆市电力公司上半年完成春检作业5000余项，顺利完成±800千伏复奉、锦苏、祁韶线路检修消缺任务，累计排查治理电缆及通道、变电站消防等各类隐患5500余处。该公司还在迎峰度夏前投运了一系列电网加强工程，提升川渝通道输电能力。图为烈日下的电力工人正在高空作业保电。国网重庆市电力公司供图面对连晴高温天气，国网重庆市电力公司进一步优化了电网运行方式，落实了技术方案，采取增购电措施，强化了设备运维和故障抢修处理，做好了应急响应，开展了优质服务工作，保证电网安全稳定运行。在值班和应急抢修方面，国网重庆市电力公司将加强值班值守，严格落实迎峰度夏安全生产值班制度，设置了438个抢修站点，4143名抢修人员、812台应急抢修车、46台应急发电车24小时待命，在遭受外力破坏、设备故障、极端天气等造成突发停电时，将迅速开展现场抢修和应急保电。同时，国网重庆市电力公司呼吁广大市民，在高温大负荷期间切实执行节电措施，减轻电网压力，确保电力有序供应。,科技,重庆连发六天高温橙色预警 电网负荷创历史新高
兰州8月6日电 (高展 韩歌子)“近年来，国网甘肃电力先后建成了酒泉至湖南、青海至河南等特高压工程，陇东至山东特高压直流工程也正在加快推进。”国网甘肃省电力公司党委副书记、副总经理孙涛介绍说，这对促进甘肃省新能源消纳、助力污染防治发挥重要作用。6日，国网甘肃省电力公司在兰州举办“为美好生活充电为美丽中国赋能”新闻发布会。孙涛在发布会上介绍说，甘肃省风能、太阳能等新能源丰富，但省内消纳空间有限，依托大电网在全国范围进行优化配置成为必然选择。为此，争取到国家电网公司全额投资35亿元，建成河西走廊750千伏第三通道，将跨区跨省输电能力提高到2930万千瓦，为甘肃新能源开发和外送提供电网支撑。图为首航节能敦煌100MW塔式熔盐光热项目。(资料图)国网甘肃电力供图提升消纳利用能力需“内外”兼修。孙涛说：“在省内，积极开展以电代煤、以电代油，提高电能在终端能源消费中的比重，上半年，电能替代电量77亿千瓦时、同比增长46.7%。在省外，在政企联合推动下，甘肃电力外送20个省市，上半年外送电量同比增长27.21%。这些措施既有效扩大了新能源消纳空间，又为打赢全国蓝天保卫战贡献了力量。”国网甘肃省电力公司发展策划部主任苏少刚说，国网甘肃还积极推进电力现货市场建设试点工作，4月在全国第一家完成为期一个月的长周期结算试运行。在西北区域首家启动需求侧资源辅助服务市场，助力企业降低用电成本，推动复工复产。同时扩大自备电厂与新能源替代规模，以提高新能源消纳利用水平。甘肃-青南±800千伏换流站，施工人员对支柱绝缘子接地安装。(资料图) 李海峰 摄上半年，甘肃全网新能源发电量达到201.49亿千瓦时，同比增长11.91%，新能源利用率94.41%。苏少刚说，按照国家能源局3月30日发布的新能源监测预警结果，甘肃省风电预警结果总体为橙色。这代表着甘肃省自2016年开始的新能源红色预警正式解禁，新能源发展也将迎来新的契机。提及下半年工作计划，苏少刚介绍说，国网甘肃将继续依托能源资源优势，加强风电、光伏等新能源的统筹开发利用，加大“西电东送”等跨省区输电通道建设，同时积极拓展省外市场，以促进甘肃清洁能源在更大范围内消纳。(完),科技,国网甘肃架清洁能源“高速路”：“内外”兼修提消纳能力
中新社西宁8月3日电 (孙睿)中国石油天然气股份有限公司天然气销售青海分公司(以下简称“中石油天然气销售青海分公司”)负责建设的西藏拉萨开发区加气站液化天然气(LNG)加注功能改造项目3日顺利投运，成为西藏自治区首座具备LNG加注功能的加气站，填补了拉萨市车用LNG的空白。2010年6月，中国石油以中国石油天然气集团公司青海油田分公司涩北气田为气源地，启动“气化西藏”工程。2011年10月，西藏拉萨天然气站建成投产，开启了西藏使用天然气的先河。中石油天然气销售青海分公司副总经理、安全总监赵举介绍，为改善西藏自治区民众的燃料结构，支持西藏经济发展，2010年3月，中国石油启动了“气化西藏”工程，天然气销售青海分公司担负起气化青海、西藏两省区能源供给的重任。西藏拉萨开发区LNG加气站改造项目今年4月初开始实施改造，7月下旬顺利完工，项目的改造对改善西藏自治区燃料结构，缓解冬季青藏线运输压力，助推西藏经济发展起了积极作用。“目前，拉萨城区所使用的LNG均来自千里之外的青海省格尔木液化天然气工厂，冬季每日有约30万立方米天然气通过大型槽车穿越‘生命禁区’可可西里和海拔5000多米的唐古拉山运至拉萨。”赵举说。赵举表示，该LNG加气站的建成投用，填补了拉萨市车用LNG的空白，也改善了当地的能源结构。(完),科技,西藏拉萨首座LNG加气站建成投用
上半年 风电和光伏发电量均保持两位数增长本报北京7月31日电（记者丁怡婷）国家能源局近日发布2020年上半年风电和光伏发电并网运行情况：上半年，风电发电量2379亿千瓦时，同比增长10.9%；光伏发电量1278亿千瓦时，同比增长20%，均保持两位数增长。风电利用小时数较高的地区是云南、四川和广西；光伏利用小时数最高的是东北地区。“上半年，风电和光伏累计发电量占全部发电量的比重约为11%，同比提升1.5个百分点，绿色电能替代作用不断增强。”全国新能源消纳监测预警中心有关负责人介绍，新能源总体消纳利用水平也在提升，上半年风电和光伏利用率分别为96.1%、97.9%，同比分别提升0.8个、0.3个百分点。全国新能源消纳监测预警中心的报告显示，随着复工复产的持续推进，二季度风电、光伏装机增速大幅回升。其中，风电新增装机428万千瓦，同比增长12.3%，增速较上季度提升61.2个百分点；光伏新增装机755万千瓦，同比增长12.9%，增速较上季度提升36.9个百分点。同时，风电和光伏开发布局持续优化。中东部及南方地区风电装机占全国风电装机比重30.8%，同比提升1.7个百分点；全国分布式光伏装机占光伏总装机比重31.1%，同比提升1.5个百分点。报告预测，三季度风电新增装机预计保持平稳增长；光伏下半年集中并网需求较大，三季度装机增速预计加快。消纳方面，三季度全社会用电量增速有望加快，新能源消纳空间充裕度整体将进一步提高。,科技,2020上半年风电和光伏发电量均保持两位数增长
